code;label;parent
V61.6;"Occupant d'un véhicule lourd blessé dans une collision avec un cycle - \"" Passager blessé dans un accident de la circulation \""";V61
V61.7;"Occupant d'un véhicule lourd blessé dans une collision avec un cycle - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V61
V61.9;"Occupant d'un véhicule lourd blessé dans une collision avec un cycle - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V61
V62;Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues;V60-V69
V62.0;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V62
V62.1;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Passager blessé dans un accident en dehors de la circulation \""";V62
V62.2;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V62
V62.3;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V62
V62.4;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Personne blessée en montant ou en descendant du véhicule \""";V62
V62.5;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Conducteur blessé dans un accident de la circulation \""";V62
V62.6;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Passager blessé dans un accident de la circulation \""";V62
V62.7;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V62
V62.9;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V62
V63;Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette;V60-V69
V63.0;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V63
V63.1;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Passager blessé dans un accident en dehors de la circulation \""";V63
V63.2;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V63
V63.3;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V63
V63.4;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Personne blessée en montant ou en descendant du véhicule \""";V63
V63.5;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Conducteur blessé dans un accident de la circulation \""";V63
V63.6;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Passager blessé dans un accident de la circulation \""";V63
V63.7;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V63
V63.9;"Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V63
V64;Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus;V60-V69
V64.0;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V64
V64.1;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Passager blessé dans un accident en dehors de la circulation \""";V64
V64.2;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V64
V64.3;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V64
V64.4;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Personne blessée en montant ou en descendant du véhicule \""";V64
V64.5;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Conducteur blessé dans un accident de la circulation \""";V64
V64.6;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Passager blessé dans un accident de la circulation \""";V64
V64.7;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V64
V64.9;"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V64
V65;Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire;V60-V69
V65.0;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V65
V65.1;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Passager blessé dans un accident en dehors de la circulation \""";V65
V65.2;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V65
V65.3;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V65
V65.4;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Personne blessée en montant ou en descendant du véhicule \""";V65
V65.5;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Conducteur blessé dans un accident de la circulation \""";V65
V65.6;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Passager blessé dans un accident de la circulation \""";V65
V65.7;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V65
V65.9;"Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V65
V66;Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur;V60-V69
V66.0;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V66
V66.1;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Passager blessé dans un accident en dehors de la circulation \""";V66
V66.2;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V66
V66.3;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V66
V66.4;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Personne blessée en montant ou en descendant du véhicule \""";V66
V66.5;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Conducteur blessé dans un accident de la circulation \""";V66
V66.6;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Passager blessé dans un accident de la circulation \""";V66
V66.7;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V66
V66.9;"Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V66
V67;Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire;V60-V69
V67.0;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V67
V67.1;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Passager blessé dans un accident en dehors de la circulation \""";V67
V67.2;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V67
V67.3;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V67
V67.4;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Personne blessée en montant ou en descendant du véhicule \""";V67
V67.5;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Conducteur blessé dans un accident de la circulation \""";V67
V67.6;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Passager blessé dans un accident de la circulation \""";V67
V67.7;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V67
V67.9;"Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V67
V68;Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision;V60-V69
V68.0;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V68
V68.1;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Passager blessé dans un accident en dehors de la circulation \""";V68
V68.2;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V68
V68.3;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Occupant, sans précision, d'un véhicule lourd blessé dans un accident en dehors de la circulation \""";V68
V68.4;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Personne blessée en montant ou en descendant du véhicule \""";V68
V68.5;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Conducteur blessé dans un accident de la circulation \""";V68
V68.6;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Passager blessé dans un accident de la circulation \""";V68
V68.7;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V68
V68.9;"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision - \"" Occupant, sans précision, d'un véhicule lourd, blessé dans un accident de la circulation \""";V68
V69;Occupant d'un véhicule lourd blessé dans des accidents de transport, autres et sans précision;V60-V69
V69.0;Conducteur blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident en dehors de la circulation;V69
V69.1;Passager blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident en dehors de la circulation;V69
V69.2;Occupant, sans précision, d'un véhicule lourd, blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident en dehors de la circulation;V69
V69.3;Occupant [tout type] d'un véhicule lourd blessé dans un accident de transport, sans précision, en dehors de la circulation;V69
V69.4;Conducteur blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation;V69
V69.5;Passager blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation;V69
V69.6;Occupant, sans précision, d'un véhicule lourd, blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation;V69
V69.8;Occupant [tout type] d'un véhicule lourd, blessé dans d'autres accidents de transport précisés;V69
V69.9;Occupant [tout type] d'un véhicule lourd, blessé dans un accident de la circulation, sans précision;V69
V70-V79;Occupant d'un autobus blessé dans un accident de transport;V01-V99
V70;Occupant d'un autobus blessé dans une collision avec un piéton ou un animal;V70-V79
V70.0;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V70
V70.1;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Passager blessé dans un accident en dehors de la circulation \""";V70
V70.2;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V70
V70.3;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V70
V70.4;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Personne blessée en montant ou en descendant du véhicule \""";V70
V70.5;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Conducteur blessé dans un accident de la circulation \""";V70
V70.6;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Passager blessé dans un accident de la circulation \""";V70
V70.7;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V70
V70.9;"Occupant d'un autobus blessé dans une collision avec un piéton ou un animal - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V70
V71;Occupant d'un autobus blessé dans une collision avec un cycle;V70-V79
V71.0;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V71
V71.1;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Passager blessé dans un accident en dehors de la circulation \""";V71
V71.2;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V71
V71.3;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V71
V71.4;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Personne blessée en montant ou en descendant du véhicule \""";V71
V71.5;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Conducteur blessé dans un accident de la circulation \""";V71
V71.6;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Passager blessé dans un accident de la circulation \""";V71
V71.7;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V71
V71.9;"Occupant d'un autobus blessé dans une collision avec un cycle - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V71
V72;Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues;V70-V79
V72.0;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V72
V72.1;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Passager blessé dans un accident en dehors de la circulation \""";V72
V72.2;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V72
V72.3;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V72
V72.4;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Personne blessée en montant ou en descendant du véhicule \""";V72
V72.5;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Conducteur blessé dans un accident de la circulation \""";V72
V72.6;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Passager blessé dans un accident de la circulation \""";V72
V72.7;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V72
V72.9;"Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V72
V73;Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette;V70-V79
V73.0;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V73
V73.1;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Passager blessé dans un accident en dehors de la circulation \""";V73
V73.2;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V73
V73.3;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V73
V73.4;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Personne blessée en montant ou en descendant du véhicule \""";V73
V73.5;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Conducteur blessé dans un accident de la circulation \""";V73
V73.6;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Passager blessé dans un accident de la circulation \""";V73
V73.7;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V73
V73.9;"Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V73
V74;Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus;V70-V79
V74.0;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V74
V74.1;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Passager blessé dans un accident en dehors de la circulation \""";V74
V74.2;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V74
V74.3;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V74
V74.4;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Personne blessée en montant ou en descendant du véhicule \""";V74
V74.5;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Conducteur blessé dans un accident de la circulation \""";V74
V74.6;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Passager blessé dans un accident de la circulation \""";V74
V74.7;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V74
V74.9;"Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V74
V75;Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire;V70-V79
V75.0;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V75
V75.1;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Passager blessé dans un accident en dehors de la circulation \""";V75
V75.2;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V75
V75.3;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V75
V75.4;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Personne blessée en montant ou en descendant du véhicule \""";V75
V75.5;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Conducteur blessé dans un accident de la circulation \""";V75
V75.6;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Passager blessé dans un accident de la circulation \""";V75
V75.7;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V75
V75.9;"Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V75
V76;Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur;V70-V79
V76.0;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V76
V76.1;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Passager blessé dans un accident en dehors de la circulation \""";V76
V76.2;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V76
V76.3;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V76
V76.4;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Personne blessée en montant ou en descendant du véhicule \""";V76
V76.5;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Conducteur blessé dans un accident de la circulation \""";V76
V76.6;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Passager blessé dans un accident de la circulation \""";V76
V76.7;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V76
V76.9;"Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V76
V77;Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire;V70-V79
V77.0;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V77
V77.1;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Passager blessé dans un accident en dehors de la circulation \""";V77
V77.2;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V77
V77.3;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V77
V77.4;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Personne blessée en montant ou en descendant du véhicule \""";V77
V77.5;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Conducteur blessé dans un accident de la circulation \""";V77
V77.6;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Passager blessé dans un accident de la circulation \""";V77
V77.7;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V77
V77.9;"Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V77
V78;Occupant d'un autobus blessé dans un accident de transport, sans collision;V70-V79
V78.0;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Conducteur blessé dans un accident en dehors de la circulation \""";V78
V78.1;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Passager blessé dans un accident en dehors de la circulation \""";V78
V78.2;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Personne à l'extérieur du véhicule blessée dans un accident en dehors de la circulation \""";V78
V78.3;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Occupant, sans précision, d'un autobus, blessé dans un accident en dehors de la circulation \""";V78
V78.4;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Personne blessée en montant ou en descendant du véhicule \""";V78
V78.5;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Conducteur blessé dans un accident de la circulation \""";V78
V78.6;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Passager blessé dans un accident de la circulation \""";V78
V78.7;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Personne à l'extérieur du véhicule blessée dans un accident de la circulation \""";V78
V78.9;"Occupant d'un autobus blessé dans un accident de transport, sans collision - \"" Occupant, sans précision, d'un autobus, blessé dans un accident de la circulation \""";V78
V79;Occupant d'un autobus blessé dans des accidents de transport, autres et sans précision;V70-V79
V79.0;Conducteur blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident en dehors de la circulation;V79
V79.1;Passager blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident en dehors de la circulation;V79
V79.2;Occupant, sans précision, d'un autobus, blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident en dehors de la circulation;V79
V79.3;Occupant [tout type] d'un autobus, blessé dans un accident sans précision, en dehors de la circulation;V79
V79.4;Conducteur blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation;V79
V79.5;Passager blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation;V79
V79.6;Occupant, sans précision, d'un autobus, blessé dans une collision avec des véhicules à moteur, autres et sans précision, dans un accident de la circulation;V79
V79.8;Occupant [tout type] d'un autobus, blessé dans d'autres accidents de transport précisés;V79
V79.9;Occupant [tout type] d'un autobus, blessé dans un accident de la circulation, sans précision;V79
V80-V89;Autres accidents de transport terrestre;V01-V99
V80;Personne montant un animal ou occupant un véhicule à traction animale blessée dans un accident de transport;V80-V89
V80.0;Chute ou éjection d'une personne montant un animal ou occupant un véhicule à traction animale dans un accident sans collision;V80
V80.1;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un piéton ou un animal;V80
V80.2;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un cycle;V80
V80.3;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un véhicule à moteur à deux ou trois roues;V80
V80.4;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec une automobile, une camionnette, un véhicule lourd ou un autobus;V80
V80.5;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un autre véhicule à moteur précisé;V80
V80.6;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un train ou un véhicule ferroviaire;V80
V80.7;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un autre véhicule sans moteur;V80
V80.8;Personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un objet fixe ou stationnaire;V80
V80.9;Personne montant un animal ou occupant un véhicule à traction animale blessée dans des accidents de transport, autres et sans précision;V80
V81;Occupant d'un train ou d'un véhicule ferroviaire blessé dans un accident de transport;V80-V89
V81.0;Occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec un véhicule à moteur dans un accident en dehors de la circulation;V81
V81.1;Occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec un véhicule à moteur dans un accident de la circulation;V81
V81.2;Occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec du matériel roulant ou heurté par celui-ci;V81
V81.3;Occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec un autre objet;V81
V81.4;Personne blessée en montant ou en descendant d'un train ou d'un véhicule ferroviaire;V81
V81.5;Occupant d'un train ou d'un véhicule ferroviaire blessé lors d'une chute dans un train ou un véhicule ferroviaire;V81
V81.6;Occupant d'un train ou d'un véhicule ferroviaire blessé lors d'une chute d'un train ou d'un véhicule ferroviaire;V81
V81.7;Occupant d'un train ou d'un véhicule ferroviaire blessé lors d'un déraillement sans collision préalable;V81
V81.8;Occupant d'un train ou d'un véhicule ferroviaire blessé lors d'autres accidents de chemin de fer précisés;V81
V81.9;Occupant d'un train ou d'un véhicule ferroviaire blessé dans un accident de chemin de fer, sans précision;V81
V82;Occupant d'un tramway blessé dans un accident de transport;V80-V89
